nm,X2016.10.31,X2016.9.30,X2016.8.31,X2016.7.29,X2016.6.30,X2016.5.31,X2016.4.29,X2016.3.31,X2016.2.26,X2016.1.30,X2015.12.31,X2015.11.30,X2015.10.30,X2015.9.30,X2015.8.31,X2015.7.31,X2015.6.30,X2015.5.29,X2015.4.30,X2015.3.31,X2015.2.26,X2015.1.30,X2014.12.31,X2014.11.28,X2014.10.31,X2014.9.30,X2014.8.29,X2014.7.31,X2014.6.30,X2014.5.30,X2014.4.30,X2014.3.31,X2014.2.27,X2014.1.27,X2013.12.31,X2013.11.29,X2013.10.31,X2013.9.30,X2013.8.30,X2013.7.31,X2013.6.28,X2013.5.31,X2013.4.30,X2013.3.29,X2013.2.27,X2013.1.31,X2012.12.28,X2012.11.30,X2012.10.31,X2012.9.28,X2012.8.31,X2012.7.31,X2012.6.29,X2012.5.31,X2012.4.30,X2012.3.30,X2012.2.29,X2012.1.31,X2011.12.30,X2011.11.30,X2011.10.31,X2011.9.30,X2011.8.31,X2011.7.29,X2011.6.30,X2011.5.31,X2011.4.29,X2011.3.31,X2011.2.25,X2011.1.28,X2010.12.31,X2010.11.30,X2010.10.29,X2010.9.30,X2010.8.31,X2010.7.30,X2010.6.30,X2010.5.31,X2010.4.30,X2010.3.31,X2010.2.26,X2010.1.29,X2009.12.31,X2009.11.30,X2009.10.30,X2009.9.30,X2009.8.31,X2009.7.31,X2009.6.30,X2009.5.27,X2009.4.30,X2009.3.31,X2009.2.27,X2009.1.21,X2008.12.31,X2008.11.28,X2008.10.31,X2008.9.30,X2008.8.29,X2008.7.31,X2008.6.30,X2008.5.30,X2008.4.30,X2008.3.31,X2008.2.29,X2008.1.31,X2007.12.31,X2007.11.30,X2007.10.31,X2007.9.29,X2007.8.31,X2007.7.31,X2007.6.29,X2007.5.31,X2007.4.30,X2007.3.30,X2007.2.27,X2007.1.31,X2006.12.29,X2006.11.30,X2006.10.31,X2006.9.29,X2006.8.31,X2006.7.31,X2006.6.30,X2006.5.30,X2006.4.28,X2006.3.31,X2006.2.27,X2006.1.25,X2005.12.30,X2005.11.30,X2005.10.31,X2005.9.30,X2005.8.31,X2005.7.29,X2005.6.30,X2005.5.31,X2005.4.29,X2005.3.31,X2005.2.25,X2005.1.31,X2004.12.31,X2004.11.30,X2004.10.29,X2004.9.30,X2004.8.31,X2004.7.30,X2004.6.30,X2004.5.31,X2004.4.30,X2004.3.31,X2004.2.27,X2004.1.30,X2003.12.31,X2003.11.28,X2003.10.31,X2003.9.30,X2003.8.29,X2003.7.31,X2003.6.30,X2003.5.30,X2003.4.30,X2003.3.31,X2003.2.27,X2003.1.28,X2002.12.31,X2002.11.29,X2002.10.31,X2002.9.30,X2002.8.30,X2002.7.31,X2002.6.28,X2002.5.31,X2002.4.30,X2002.3.29,X2002.2.27,X2002.1.31,X2001.12.31,X2001.11.30,X2001.10.31,X2001.9.28,X2001.8.31,X2001.7.31,X2001.6.29,X2001.5.31,X2001.4.30,X2001.3.30,X2001.2.27,X2001.1.31,X2000.12.30,X2000.11.30,X2000.10.31,X2000.9.30,X2000.8.31,X2000.7.31,X2000.6.30,X2000.5.31,X2000.4.29,X2000.3.31,X2000.2.29,X2000.1.31
1190,0.608,2.8903,5.1473,7.0738,3.98,3.125,0,5.9946,7.233,0.1077,4.2702,2.2379,10.929,12.0467,-1.0916,-2.518,-1.0986,-0.4153,4.5673,4.7317,2.7524,3.2086,10.2836,3.9215,-0.6493,0.6172,3.5715,4.3512,6.7841,8.8107,1.1986,7.7205,13.0653,5.3241,11.2614,3.7198,8.478,9.2783,6.7356,9.9479,1.1365,13.2597,6.6116,8.4033,6.1915,8.75,10.4545,9.8179,-2.3586,10.8492,12.1797,6.0592,5.0787,4.3189,0.3126,6.9335,25.6753,16.4875,10.048,-0.8912,12.6828,3.1388,0.2824,11.9221,5.3263,11.7431,12.7586,11.111,8.365,11.6,21.1712,11.4587,11.5196,24.4377,18.4539,26.087,13.2649,7.0452,29.8507,35.8268,11.9459,21.4488,48.9738,37.6017,37.4847,50.6861,31.4047,65.9628,26.4863,80.4346,66.6668,85.5673,79.5743,61.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,0.621,2.907,5.1502,7.1018,3.9939,3.1419,0,6.0606,7.2413,0.1388,4.282,2.242,10.9433,12.0823,-1.0869,-2.5096,-1.0956,-0.304,4.6,4.7468,2.7602,3.2176,10.2863,3.9275,-0.6493,0.6288,3.5872,4.3557,6.8412,8.8237,1.2345,7.7341,13.0841,5.3477,11.2947,3.7383,8.4861,9.2992,6.7414,10.0228,1.1494,13.2866,6.6149,8.4146,6.1948,8.7554,10.4998,9.8243,-2.3167,10.8562,12.2561,6.06,5.0847,4.3282,0.3184,6.9949,25.7511,16.5,10.177,-0.8066,12.7136,3.1554,0.3357,11.9453,5.366,11.7648,12.7794,11.1112,8.4269,11.8472,21.3676,11.9046,11.7827,24.4952,18.4781,26.1396,13.3333,7.0896,30.0816,36.0966,11.9497,21.5188,48.9795,38.346,37.5706,51.3333,31.6953,66.828,26.6666,80.6652,70.7016,86.0578,81.7964,106.5575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,0.623,2.9126,5.1947,7.1609,3.9999,3.1551,0,6.1285,7.2759,0.1392,4.2857,2.2881,10.9677,12.1043,-1.0829,-2.4715,-1.095,-0.3,4.6025,4.7511,2.766,3.2375,10.3197,3.9681,-0.6233,0.6291,3.591,4.3815,6.8492,8.9108,1.2405,7.7864,13.1945,5.3574,11.3141,3.7573,8.4864,9.3249,6.7794,10.0514,1.1626,13.3514,6.6372,8.4988,6.2223,8.7577,10.5141,9.8266,-2.297,10.8694,12.3016,6.1009,5.1094,4.3333,0.3469,7.0269,26.0276,16.5051,10.242,-0.7193,12.7429,3.3654,0.4424,11.9889,5.388,11.8144,12.7944,11.1795,8.4563,11.8883,21.4421,11.9998,11.8226,24.6513,18.5605,26.1536,13.3334,7.1749,30.2779,36.3043,12.1496,21.5687,49.6173,39.5001,38.4881,52.4001,31.8761,68.4211,27.6787,83.2828,70.8684,86.3309,97.5003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,0.6231,2.9171,5.2014,7.1628,4,3.1593,0,6.1667,7.2816,0.1397,4.2858,2.3043,10.9859,12.1111,-1.0828,-2.439,-1.087,-0.2735,4.6196,4.7551,2.7779,3.2521,10.3774,3.9734,-0.5478,0.6318,3.6035,4.4012,6.8627,8.9593,1.2554,7.8216,13.1987,5.3691,11.3554,3.7668,8.4904,9.328,6.7926,10.063,1.1902,13.3551,6.6664,8.527,6.2343,8.7892,10.5207,9.8417,-2.2223,10.9037,12.3155,6.1168,5.1486,4.3479,0.3496,7.0512,26.131,16.5542,10.274,-0.704,12.7531,3.546,0.4871,12.2916,5.4958,11.9544,12.903,11.2471,8.5993,12.2964,21.4815,12.0372,11.9533,24.7061,18.7503,26.2913,13.4078,7.7562,30.7181,36.5077,12.258,22.9299,49.7486,39.9774,38.75,53.7242,31.922,68.9499,28.3911,84.5892,72.9733,86.3636,107.6922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,0.6396,2.9255,5.204,7.1821,4.0001,3.1599,0,6.1889,7.294,0.156,4.2943,2.3222,10.9926,12.1214,-1.0789,-2.413,-1.0608,-0.2617,4.6444,4.762,2.7815,3.2522,10.4035,4.0158,-0.5443,0.6582,3.6036,4.4164,6.8751,9.0228,1.2729,7.8431,13.2169,5.4013,11.3833,3.7735,8.495,9.3335,6.8783,10.0977,1.1952,13.4328,6.7538,8.5526,6.2677,8.8631,10.5603,9.8993,-2.2168,10.9157,12.3255,6.1223,5.2055,4.3637,0.3533,7.0544,26.394,16.6666,10.3029,-0.648,12.8104,3.5756,0.4879,12.4999,5.5044,12.0001,12.9208,11.2499,8.6207,12.3426,21.5425,12.2976,11.9648,25,18.7705,26.6187,13.4328,8.182,30.8091,36.5107,12.2726,23.1003,50.9434,41.1764,38.81,54.545,32.4438,69.2305,28.4616,85.1241,73.0965,87.9764,112.4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,0.6514,2.9491,5.2071,7.1827,4.0134,3.1655,0,6.2319,7.337,0.1927,4.3055,2.3243,10.998,12.17,-1.0779,-2.4007,-1.0563,-0.2522,4.6794,4.7883,2.8056,3.2609,10.4131,4.056,-0.5376,0.6688,3.6144,4.448,6.8827,9.0322,1.2796,7.8498,13.2478,5.4216,11.4435,3.8045,8.497,9.3425,6.8842,10.0983,1.2499,13.5414,6.7999,8.6375,6.2686,8.884,10.567,10,-2.2028,10.9375,12.3829,6.1503,5.2102,4.3651,0.365,7.1592,26.4336,16.7347,10.3678,-0.5971,12.8693,3.5804,0.6157,12.5,5.5555,12.022,12.9312,11.4457,8.7351,12.3713,21.7689,12.7026,12.2514,25.0341,19.1102,27.0271,13.5714,8.4062,30.8457,36.5979,12.2753,23.1617,51.3109,41.1764,39.0245,58.1763,34.0073,71.1714,33.5998,88.0555,74.1934,89.1894,121.1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,0.6622,2.95,5.2176,7.1999,4.0698,3.1745,0,6.25,7.3528,0.1942,4.3078,2.3254,11.0293,12.1848,-1.0639,-2.4001,-1.0416,-0.2385,4.6799,4.7892,2.8062,3.3332,10.4293,4.0563,-0.5348,0.6968,3.6273,4.4728,6.9233,9.0578,1.2819,7.8549,13.2531,5.4312,11.4458,3.8595,8.5069,9.3606,6.9277,10.101,1.2657,13.5415,6.8185,8.6565,6.2842,8.9265,10.61,10.034,-2.1859,10.9717,12.4251,6.1539,5.2132,4.3687,0.4184,7.1673,26.483,16.7938,10.3771,-0.5834,12.9172,3.5875,0.66,12.5158,5.6,12.0332,12.9428,11.4926,8.7843,12.4999,21.9511,12.8439,12.369,25.4739,19.608,27.0837,13.5991,8.5939,31.1788,36.6316,12.4261,23.4565,51.4471,43.1193,40.0002,58.4581,34.0366,71.9296,36.6385,88.5249,76.2841,97.5003,151.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,0.6866,2.9572,5.2207,7.2078,4.0908,3.1944,1e-04,6.283,7.3627,0.2045,4.3104,2.3516,11.0599,12.2029,-1.0274,-2.4,-1.0275,-0.2222,4.6948,4.7974,2.809,3.3961,10.4309,4.059,-0.511,0.7093,3.6537,4.5038,6.9613,9.0663,1.2986,7.9037,13.2626,5.4318,11.4607,3.8606,8.5203,9.3841,6.9307,10.1098,1.2892,13.553,7.0217,8.6743,6.3061,8.9531,10.6193,10.0372,-2.0769,10.9939,12.4694,6.1767,5.2134,4.4116,0.4291,7.2203,26.5251,16.8094,10.3842,-0.5734,12.9175,3.6144,0.6696,12.6472,5.6522,12.1043,12.9829,11.5282,8.7879,12.5389,22.0001,12.903,12.6394,25.6774,20.1317,27.7533,13.715,8.8434,31.2003,36.6431,12.5,23.4841,51.9998,43.7836,41.4472,58.7517,34.0426,73.5958,37.7358,89.1667,77.7108,104.3345,159.7059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,0.7044,2.9644,5.2239,7.2091,4.1094,3.2,1e-04,6.2858,7.3644,0.2058,4.3299,2.3575,11.1112,12.2302,-1.0102,-2.3737,-1.0203,-0.2209,4.7103,4.8388,2.8272,3.3989,10.4377,4.0602,-0.5101,0.7424,3.6726,4.5143,6.9767,9.1196,1.3072,7.9208,13.3202,5.4424,11.4778,3.9074,8.5418,9.4016,7.0111,10.1382,1.3043,13.5953,7.0424,8.6956,6.3236,8.955,10.6795,10.0917,-2.062,11.0345,12.5,6.1768,5.229,4.5046,0.4672,7.2917,26.5958,16.8123,10.4446,-0.4845,12.937,3.6484,0.7954,12.734,5.7267,12.1651,13.0435,11.5853,8.8685,12.6525,22.0339,13.1362,12.7819,25.7791,20.1771,27.8249,13.7471,9.0227,31.2337,36.9861,12.628,23.5794,53.7358,44.1175,41.6664,59.3587,35.9172,74.0257,39.377,90.0453,82.3527,110.6249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,0.7067,2.9702,5.238,7.2224,4.1096,3.211,1e-04,6.3217,7.3906,0.233,4.3681,2.3762,11.1112,12.3015,-1.0101,-2.3727,-1.0164,-0.217,4.7127,4.8458,2.837,3.4248,10.4423,4.0714,-0.4902,0.7557,3.6763,4.5261,6.9851,9.1771,1.3238,7.921,13.3225,5.5119,11.4943,3.9139,8.5713,9.4226,7.0177,10.145,1.3697,13.6366,7.0673,8.7128,6.3242,8.9845,10.7775,10.0919,-2.0617,11.1912,12.5899,6.1903,5.269,4.5668,0.4901,7.306,26.6097,16.8351,10.4513,-0.4783,13.0159,3.672,0.8065,12.8642,5.7316,12.254,13.0437,11.7648,9.0048,12.8079,22.0719,13.1916,12.8712,25.8389,20.2312,28.0487,14.035,9.4187,31.2741,37.3183,12.7474,24.0878,54.4163,44.5267,42.105,61.8241,36.2845,74.6481,41.3951,92.7019,83.6787,120.8335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,0.7126,2.9734,5.2492,7.2468,4.1455,3.2148,1e-04,6.3415,7.4075,0.2439,4.3689,2.3923,11.1275,12.3313,-1.0066,-2.367,-1.0141,-0.2092,4.717,4.8556,2.8408,3.4354,10.4476,4.0909,-0.4892,0.7751,3.6931,4.5455,7.0142,9.1786,1.3275,7.9647,13.3891,5.5409,11.5296,3.9295,8.5808,9.4419,7.0351,10.1635,1.378,13.684,7.0709,8.7313,6.3777,8.9854,10.8108,10.1452,-2.0202,11.2743,12.6128,6.2166,5.301,4.5752,0.5091,7.3768,26.693,16.9767,10.5057,-0.4723,13.099,3.7036,0.9654,13.0065,5.7535,12.2876,13.0661,12.1053,9.0214,12.8381,22.0896,13.2185,12.8939,25.874,20.5171,28.5714,14.5831,9.5652,31.3513,37.4574,12.7908,25.2747,55.4861,47.8036,42.7838,63.5038,36.3911,75.9259,43.4339,94.5021,84.9317,129.1666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,0.7142,2.9787,5.2789,7.2661,4.1539,3.2156,1e-04,6.3433,7.4165,0.25,4.3689,2.4137,11.1357,12.3636,-0.9899,-2.3632,-1.0043,-0.1947,4.7393,4.8778,2.8455,3.4406,10.4821,4.1116,-0.4443,0.7771,3.7382,4.5457,7.199,9.1822,1.3512,8.0112,13.4079,5.5699,11.5702,3.9371,8.5811,9.4717,7.0543,10.166,1.3825,13.7067,7.0756,8.736,6.3918,9,10.8214,10.1516,-2.0098,11.296,12.6212,6.2401,5.3082,4.6154,0.5207,7.4439,26.7124,16.9933,10.5591,-0.4545,13.1005,3.7287,1.0438,13.2412,5.8252,12.4072,13.1879,12.2806,9.0909,12.9188,22.2223,13.3332,12.9432,26,21.5627,28.6957,14.6906,9.643,31.4813,37.5689,12.9164,26.1194,56.1359,48.1205,43.2258,64.2276,36.4342,77.0688,45.5695,96.1255,85.484,135.3563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,0.7195,2.9789,5.3171,7.2833,4.1543,3.2323,1e-04,6.3601,7.4219,0.2694,4.3796,2.4476,11.1511,12.3656,-0.9362,-2.3568,-0.9999,-0.1864,4.7445,4.9095,2.8572,3.4922,10.4972,4.1586,-0.4342,0.7773,3.7549,4.5579,7.1999,9.1928,1.3514,8.0697,13.5136,5.5727,11.5758,3.9474,8.5916,9.4737,7.1162,10.178,1.3908,13.7168,7.1171,8.7836,6.4355,9.0164,10.8262,10.1926,-2.0059,11.4131,12.6386,6.2765,5.3334,4.6513,0.525,7.4587,26.7858,17.0215,10.583,-0.4184,13.2256,3.7433,1.1419,13.2427,5.8559,12.7538,13.2168,12.3752,9.3574,13.0254,22.2659,14.0556,13.1688,26.1628,21.6285,28.6999,14.8042,9.9595,31.5143,39.0978,13.0434,27.7273,56.6372,48.6487,44.0329,65.563,38.158,77.9902,47.7781,105.3139,89.369,138.9832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,0.7327,2.98,5.3234,7.3105,4.1665,3.2409,1e-04,6.3636,7.4324,0.2704,4.3859,2.4603,11.1765,12.4089,-0.8995,-2.3449,-0.9952,-0.1854,4.7445,4.9327,2.8572,3.5257,10.5262,4.1667,-0.4297,0.7905,3.7559,4.5704,7.2041,9.2104,1.3591,8.0863,13.5804,5.5867,11.6281,3.9603,8.6259,9.4764,7.1329,10.1926,1.4083,13.7295,7.25,8.7839,6.4417,9.0276,10.9374,10.2136,-1.9675,11.4577,12.6468,6.3014,5.3658,4.6755,0.5392,7.5268,26.9407,17.0732,10.6581,-0.3875,13.2307,3.7954,1.149,13.3334,5.8571,12.8068,13.2396,12.4358,9.5101,13.0844,22.4717,14.0673,13.1766,26.3159,21.6747,29.1946,14.8649,10,31.5388,39.6075,13.0545,28.205,56.7165,49.4402,44.2857,65.9638,39.6449,81.1662,52.2557,106.9915,91.2453,142.0558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,0.738,2.9811,5.3292,7.3171,4.1667,3.263,1e-04,6.3909,7.4419,0.2968,4.4442,2.5001,11.1784,12.4462,-0.8263,-2.3343,-0.9804,-0.1849,4.7873,5.0054,2.867,3.5778,10.5881,4.1869,-0.4267,0.8142,3.756,4.5754,7.2209,9.2308,1.3865,8.2263,13.6157,5.6603,11.6752,3.9652,8.6793,9.5471,7.1808,10.1942,1.446,13.7829,7.2729,8.8462,6.4515,9.111,10.9454,10.2661,-1.9482,11.462,12.6667,6.3491,5.4795,4.6833,0.5437,7.6005,27.143,17.19,10.7692,-0.3358,13.3092,3.9647,1.1619,13.3857,5.8651,12.9034,13.2453,12.4629,9.5392,13.4258,22.5432,14.1975,13.1944,26.3734,21.9178,29.4605,15.1981,10.0372,32.0923,40.4198,13.0902,28.261,57.1891,49.7237,44.3331,66.4385,40.9611,82.2858,53.3332,111.5972,92.9079,147.1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
