年月,2016/10/31,2016/9/30,2016/8/31,2016/7/29,2016/6/30,2016/5/31,2016/4/29,2016/3/31,2016/2/26,2016/1/30,2015/12/31,2015/11/30,2015/10/30,2015/9/30,2015/8/31,2015/7/31,2015/6/30,2015/5/29,2015/4/30,2015/3/31,2015/2/26,2015/1/30,2014/12/31,2014/11/28,2014/10/31,2014/9/30,2014/8/29,2014/7/31,2014/6/30,2014/5/30,2014/4/30,2014/3/31,2014/2/27,2014/1/27,2013/12/31,2013/11/29,2013/10/31,2013/9/30,2013/8/30,2013/7/31,2013/6/28,2013/5/31,2013/4/30,2013/3/29,2013/2/27,2013/1/31,2012/12/28,2012/11/30,2012/10/31,2012/9/28,2012/8/31,2012/7/31,2012/6/29,2012/5/31,2012/4/30,2012/3/30,2012/2/29,2012/1/31,2011/12/30,2011/11/30,2011/10/31,2011/9/30,2011/8/31,2011/7/29,2011/6/30,2011/5/31,2011/4/29,2011/3/31,2011/2/25,2011/1/28,2010/12/31,2010/11/30,2010/10/29,2010/9/30,2010/8/31,2010/7/30,2010/6/30,2010/5/31,2010/4/30,2010/3/31,2010/2/26,2010/1/29,2009/12/31,2009/11/30,2009/10/30,2009/9/30,2009/8/31,2009/7/31,2009/6/30,2009/5/27,2009/4/30,2009/3/31,2009/2/27,2009/1/21,2008/12/31,2008/11/28,2008/10/31,2008/9/30,2008/8/29,2008/7/31,2008/6/30,2008/5/30,2008/4/30,2008/3/31,2008/2/29,2008/1/31,2007/12/31,2007/11/30,2007/10/31,2007/9/29,2007/8/31,2007/7/31,2007/6/29,2007/5/31,2007/4/30,2007/3/30,2007/2/27,2007/1/31,2006/12/29,2006/11/30,2006/10/31,2006/9/29,2006/8/31,2006/7/31,2006/6/30,2006/5/30,2006/4/28,2006/3/31,2006/2/27,2006/1/25,2005/12/30,2005/11/30,2005/10/31,2005/9/30,2005/8/31,2005/7/29,2005/6/30,2005/5/31,2005/4/29,2005/3/31,2005/2/25,2005/1/31,2004/12/31,2004/11/30,2004/10/29,2004/9/30,2004/8/31,2004/7/30,2004/6/30,2004/5/31,2004/4/30,2004/3/31,2004/2/27,2004/1/30,2003/12/31,2003/11/28,2003/10/31,2003/9/30,2003/8/29,2003/7/31,2003/6/30,2003/5/30,2003/4/30,2003/3/31,2003/2/27,2003/1/28,2002/12/31,2002/11/29,2002/10/31,2002/9/30,2002/8/30,2002/7/31,2002/6/28,2002/5/31,2002/4/30,2002/3/29,2002/2/27,2002/1/31,2001/12/31,2001/11/30,2001/10/31,2001/9/28,2001/8/31,2001/7/31,2001/6/29,2001/5/31,2001/4/30,2001/3/30,2001/2/27,2001/1/31,2000/12/30,2000/11/30,2000/10/31,2000/9/30,2000/8/31,2000/7/31,2000/6/30,2000/5/31,2000/4/29,2000/3/31,2000/2/29,2000/1/31
1215 卜蜂,19.0729,-2.9563,5.1351,4.7972,16.0935,14.4903,12.7018,8.7719,2.2424,-3.0435,-4.1669,8.8437,3.0372,8.9058,-10.7765,-2.6925,-3.8817,-4.7533,-1.9,2.6596,2.5454,8.9111,1.4056,-0.7969,-1.181,-6.1,3.0931,-2.0724,20.625,-9.9438,29.9999,26.1541,3.1748,-0.3165,1.2819,1.2986,4.4069,-0.3379,-3.2677,1.5445,-0.0001,3.2573,-1.6024,0.6452,2.6489,-0.9837,3.7412,6.5215,-5.4793,5.4153,-5.7822,13.7414,-1.8585,-3.5844,-7.6157,-10.6509,15.3584,3.1692,8.3971,-13.8159,9.7475,-13.4375,-10.1123,-1.0379,4.6833,-6.4433,4.3012,4.4945,-9.8734,-0.7538,5.2912,-0.5265,-0.5235,11.0463,-12.6904,16.7435,17.8217,0.0003,4.4829,7.4076,-9.3959,-4.1799,-0.0001,-1.5823,-1.5575,-0.3105,0.3116,0.8011,0.0002,2.469,37.8724,12.9806,-0.4786,-8.7335,19.8952,7.0628,-12.1184,-28.0142,-14.8036,-1.7967,-7.513,1.8467,12.7976,-2.8902,22.695,-4.7297,3.4964,-14.8811,-15.1516,5.6001,-4.3368,37.3985,9.2251,15.8119,7.3393,2.3472,-1.3889,20,6.8883,19.7725,15.246,21.0319,0.5989,4.5929,-9.4517,16.7766,12.9677,-2.4331,-4.1957,-5.9211,10.4117,-2.5942,-15.873,1.4084,-9.3068,1.6699,7.3707,-4.381,-12.5001,-12.4087,4.5801,-7.7463,7.5759,-8.9656,1.3986,-8.9172,9.0278,-0.0001,-9.4342,-1.8518,13.2866,-12.2698,32.5203,5.1281,5.4055,-0.8929,3.7037,2.8572,-7.8949,7.547,3.9215,4.2944,-15.6897,-4.9182,-19.2054,12.6866,8.0645,10.7143,12,-18.6993,-7.5189,-1.8614,-1.3605,-5.161,5.4423,8.0882,6.2498,5.785,13.0842,5.9406,-1.9415,-14.1667,1.6951,-6.5927,10.2362,-5.2239,3.8758,5.7379,12.9629,8.0001,10.8647,-16.4815,-7.6922,-18.7502,-18.182,7.9344,-8.0401,3.6457,-6.7961,-3.7385,2.3921,20.8094
1216 統一,3.9115,-1.9998,-5.0769,2.6772,2.2541,6.7011,3.009,-1.3962,3.8042,0.5464,2.0445,-2.1818,-3.5084,-1.7241,11.2396,1.6452,0,8.7474,-4.0076,-0.7577,4.5544,0.5979,0.4001,-4.2146,-1.1364,-3.4735,3.8055,7.0894,2.0952,2.7399,-3.585,4.743,1.2,-6.8901,1.7046,-5.7143,1.6331,1.1009,-3.4058,4.7945,-1.3514,1.8933,2.6502,1.982,7.1429,-2.8142,2.6975,0.5814,-0.769,8.4462,3.6604,5.8824,6.0132,-1.2101,11.2607,-9.323,3.0893,-1.2428,7.4029,-1.4355,4.7616,-6.6666,-1.0876,13.7017,0.8484,0.1215,2.2333,6.755,-5.3884,-7.7455,2.6098,5.9046,-1.8499,9.4469,9.3346,6.8819,7.229,-5.278,-3.0429,1.5449,4.0937,-13.3081,4.6419,2.446,-2.9021,11.1437,5.9369,0.7396,-6.2415,8.4213,20.9092,5.3639,0.192,-9.8615,-9.5462,14.1071,-1.0601,-17.4927,-7.4553,12.1919,-15.0173,-1.4911,-3.2186,-1.4222,17.0297,-11.0478,5.1497,-10.1182,-9.6306,34.3792,16.6124,7.7507,4.7772,-4.5593,3.7856,-1.5526,7.3333,-7.6921,2.8481,6.7568,1.7185,15.9364,-0.2333,-8.5104,20,-2.2869,21.4646,7.0269,2.7778,15.3846,9.8592,10.0778,-3.3706,8.9797,-12.4547,-3.6913,4.9296,0.7092,-3.4247,-7.0064,4.6666,-9.6386,4.4027,3.2469,-6.0976,3.7975,9.7998,-0.0001,5.2632,-1.3842,-24.3456,-2.5512,26.4513,11.111,2.5736,-2.857,20.6897,-0.8547,-1.0742,14.554,0.0001,7.5758,-9.1743,0.4607,-12.4999,14.815,-4.4248,3.1966,8.4158,-7.3394,-3.6263,-0.0001,-10.9091,4.1668,-1.1236,9.4264,-7.2244,3.1374,16.9722,8.4578,-15.5462,-15,22.385,-12.4139,0,-14.2013,-11.0524,-5.0001,-2.439,-6.8184,4.7619,-2.7778,-2.2624,3.2708,-10.3856,13.6752,-1.2658,10.2329,-16.6668,-8.5104,6.0152,7.2577
1217 愛之味,-4.1984,-0.5249,-1.7159,0.0001,-0.6091,2.2417,-0.6189,-2.0605,-2.7123,-5.5679,21.5153,8.1994,7.3902,1.4353,-18.2529,4.925,-6.879,-3.9169,0.9888,0.7471,0.8794,-2.0913,-1.693,3.1171,-4.9764,-6.2221,-7.9755,2.1943,7.5281,-6.4145,-4.9,9.7695,0.886,-1.8478,0.3272,-4.4791,0.4184,-4.3043,-0.1,1.3171,-4.1745,-1.9046,-0.0001,-0.9433,4.4336,-3.3331,16.022,0.5555,-10.891,1.0001,-4.7621,7.6927,-2.4022,9.1802,-8.9552,-8.6363,5.7691,2.9703,14.1243,-13.6585,9.0427,-17.9039,-16.7272,4.5628,-0.6788,-3.6231,9.0909,-4.1667,-3.6495,-3.8597,-0.3499,4.3795,-2.8368,15.5739,-11.5941,9.5239,10.5264,-6.5574,-5.4263,16.2163,-2.2027,-13.6882,4.365,2.0243,-3.8912,4.898,-8.2398,18.6668,-12.7906,37.0883,17.4782,40.5263,-9.6671,-8.5508,13.8615,16.0921,-3.3333,-26.7301,-9.4596,-3.8963,-30.8572,-10.5841,8.0782,1.5325,29.2076,-13.3047,8.3721,-25.862,-13.6903,12.7518,-24.9369,93.6583,19.464,3.7485,4.5512,-2.1044,-3.6948,-5.1978,18.1578,4.9018,9.0075,0.7694,-4.4118,0.4432,-0.0002,-2.1676,11.974,-5.6488,-2.5298,-0.4446,1.6566,4.7318,-3.7935,-7.183,-7.1897,-7.8312,9.4985,19.7471,-10.8449,-3.4016,0.6849,-8.176,14.3885,-0.7142,-3.4482,-0.6848,2.817,-2.7397,-6.4102,-1.8869,-9.659,-8.8082,6.044,12.3457,1.2499,-0.6213,3.871,-1.8988,-8.6706,5.4878,1.2345,5.1948,-7.7845,-11.1701,-16.8143,8.6538,30.8177,52.8843,7.2165,-8.4906,-2.7523,-6.0347,0.0001,-7.9366,10.5263,14.0002,-2.9126,-16.9356,26.5309,-2.9703,-4.7171,-8.6208,38.0952,-18.4465,-6.3636,-16.6666,-15.3845,5.4052,-1.9868,6.3381,0,-12.3459,10.9588,-15.607,-9.1752,0,-9.5022,8.867,-12.5001,-2.9287,-0.83,19.9007
1218 泰山,4.9843,6.2914,11.852,2.2728,-0.7518,9.9175,-2.8113,2.4692,1.6737,-0.8299,5.2403,10.6279,2.4751,-2.8848,-11.8646,-1.6666,-1.2344,-5.4476,2.7999,4.6026,0.4201,-0.8334,-2.439,6.9566,-6.8824,-5.7252,-8.7109,3.6102,9.0552,-0.7813,-13.5136,12.9771,0.3831,-2.2468,-3.61,-8.2782,10.2189,-2.1429,-6.3548,5.6535,-5.6667,2.7398,-4.5751,-1.2903,-1.5873,-1.2538,1.5922,0.6411,-9.0378,13.5761,-1.2943,5.9799,-0.6603,-0.9803,-3.4698,-4.8048,12.1214,5.6938,0.3571,-14.3731,9.7316,-17.9064,-13.5666,24.294,5.0445,-7.6712,5.797,7.143,-8.782,-4.5945,1.6484,1.1112,4.6511,9.2063,-11.7068,7.4498,25.5394,8.5939,0.0002,11.3041,-2.9537,-9.1955,-1.1362,3.9371,10.4349,3.6039,-9.0165,3.8299,-7.4804,38.0435,19.636,25.8595,-12.7142,-8.3769,21.2699,19.5447,-2.7676,-29.7018,-4.8147,-10.1996,-19.1031,-10.0808,11.7118,0.9091,28.8056,-8.4673,2.8667,-17.5453,-6.7798,16.8318,-15.8334,33.3332,15.2371,2.3588,3.2476,-0.4043,-0.269,-8.5996,15.7894,6.0332,6.4207,2.8051,-8.1547,8.0257,4.1809,-6.7085,20.0374,-5.8198,-6.2807,5.0349,1.5872,7.3863,-6.7138,-6.4463,-9.2503,-4.4946,15.2105,0.4878,-12.7659,-7.237,2.0133,-7.4532,20.1493,3.077,-5.1095,-2.8369,-0.9191,5.7144,-10.2564,-6.0241,-19.0244,-8.4822,45.4547,40.0001,3.7735,-2.7524,10.1011,-5.7142,-1.8692,7,9.8903,-1.9397,-10.7691,-12.6049,-7.7519,17.2729,-3.5089,20,3.2608,-19.2983,-8.8001,-8.0883,11.4756,-8.9552,12.6049,35.5354,-4.1485,16.8369,24.0505,-2.7691,-6.6093,-20.548,11.7346,-9.4687,0.0001,-20.5505,-9.9174,2.5425,10.2805,22.9885,-8.9958,-12.2935,-14.8438,-19.4968,-17.1875,-7.6924,-3.7037,3.8462,-22.0974,-4.9823,-3.4364,20.248
1219 福壽,0.6514,0.3268,-0.0001,2.3026,0.3301,0.331,-1.3072,4.4369,3.9007,-3.7543,-1.3469,0.6779,0.3403,0.0001,-2.6492,4.3948,0.3367,-4.8077,0,3.6547,0.6688,-1.9672,0.66,0.6643,-10.4167,1.5105,-5.4287,11.3814,3.9344,0.3289,-1.9355,7.2667,-1.3652,-0.3403,-2.0001,-17.1271,21.0704,0,-0.3335,2.6799,-0.3322,0.3334,-0.9902,0.0001,-0.6557,-2.5558,3.3003,0.3312,-1.9482,-0.6452,3.3334,6.1767,0.99,-0.9804,-4.6728,-1.5337,4.1532,-2.1874,-1.5384,-6.8769,6.4025,-1.7963,8.1797,2.8302,0.3157,-4.2297,11.8243,4.5936,-4.0678,1.3748,2.1053,-1.3843,5.4742,11.3821,-9.3914,13.0396,10.3894,-6.8547,-1.5874,14.0273,-8.2987,-9.0566,6.0002,4.1665,3.4483,4.5044,-1.7697,-0.4406,7.0755,25,-2.5287,27.1928,0.5881,-10.644,8.2503,3.2304,-5.8091,-29.4635,-11.2815,-21.405,-5.1987,-6.5716,31.5789,-2.5641,48.0477,-7.8,-3.8463,-10.7295,-18.8155,28.6998,-23.8907,46.5003,12.8892,4.1381,4.0669,-5.3225,1.3777,-4.8087,29.2373,22.2798,11.346,4,-0.3985,4.1494,-5.6197,1.7373,9.2827,-0.4201,-4.7999,2.8809,4.7415,-0.8548,-7.6923,-1.1698,-0.1945,-8.8653,11.2427,-1.3621,-11.9863,-2.6669,1.6949,-4.8388,9.7343,-1.7389,-2.5423,-4.8389,3.3332,-5.5119,-8.8325,-5.3333,-10.7144,-2.3256,37.5999,15.7406,1.8868,-3.6364,12.4744,-3.1682,-3.8095,1.9417,8.6839,7.7777,-7.2166,-5.8253,-14.876,25.0002,6.3736,5.5686,1.651,-9.9787,-6.7328,-1.9415,1.9608,-9.6491,7.5471,14.7185,2.6668,-2.1739,5.7471,-2.2471,-0.2242,-4.4968,9.1122,-5.7269,1.1136,-4.8729,-4.0651,-5.3848,5.691,0.2037,-0.2032,-0.606,0.4056,-6.9814,-9.4019,0.862,-9.3749,2.4,-12.5877,-3.3783,-1.3334,25.0001
1220 台榮,-3.6867,-1.8098,5.238,-7.0267,8.7557,3.3334,-0.4738,-0.4717,0.9523,-2.3256,1.8957,5.5,1.2145,-0.7034,0.5051,-1.084,-1.4356,-4.1284,0.926,2.857,0.4785,0,4.4998,-1.4779,0.4951,0,-3.8096,3.8928,2.451,0.4925,-0.9757,2.5,0,0.2004,1.4229,-1.5999,1.8332,-0.7076,-6.6981,1.3823,0.0001,1.878,0.4719,-0.0001,0.474,-2.3149,2.8571,0.9614,-5.4547,1.8518,8,0,0.0001,0.6037,-5.3334,-3.2257,13.6124,0.3151,-2.559,-9.9539,6.3726,-12.8207,-15.5235,4.1355,1.1408,-4.3636,0.7327,4.5978,-5.4348,-1.7793,8.4942,-2.2643,2.7132,4.4532,-20.0646,67.3893,-0.1079,-7.1354,-2.9269,17.6808,-23.5964,25.2747,20.0529,6.7607,0.8525,-1.5384,12.9541,3.4315,-7.2729,6.796,7.4783,10.5768,3.5856,-3.2756,-2.6266,-8.1033,12.6213,-26.4287,-9.794,-13.8732,-18.0909,-6.3831,3.5243,-5.8091,35.0897,-5.9073,5.2164,-20.6167,-8.8353,22.0587,-33.3333,34.2105,32.5579,-7.5268,13.5533,1.111,1.25,-8.8839,13.7308,2.9333,0,-1.4453,-7.1953,6.4935,4.3361,8.5293,11.4755,-3.1747,7.6925,-0.5101,4.813,-3.2758,-0.0001,-0.8548,-3.1456,0.6666,2.564,1.0362,-3.5,4.3479,-0.8621,2.6548,25.277,7.126,-12.2917,-0.4149,-2.0325,-4.4658,-18.254,-7.3531,0,-4.8952,23.276,34.8839,2.6253,-4.5559,10.025,-8.0644,-3.125,7.1773,1.703,-5.9498,-8.9583,-4.9505,-7.3393,13.3056,-3.4136,-4.2309,15.5554,-13.4616,-12.6052,0.8476,-1.6667,-3.9999,4.1668,3.4482,3.5714,-6.6666,0,-4.7619,26.0001,-6.542,5.9404,-8.1817,5.7692,-4.4586,-13.0769,-5.7969,10.4,0,-0.7937,-13.1034,9.0227,-11.3334,-19.3548,-2.4316,-6.3062,-3.4782,-13.5338,-2.564,-5.2083,22.0339
1225 福懋油,-0.192,5.1464,-1.2715,28.0001,7.0952,25.7577,-4.3479,14.5757,5.0388,0.5848,6.653,3.2189,1.7468,6.2642,-1.5281,4.4815,0.4739,4.9749,-6.5117,4.8778,1.737,-5.841,-10.0839,21.1196,-25.427,21.1496,3.2774,24.5614,27.6119,3.8761,-0.3861,14.6018,-0.0002,7.6191,-1.8693,-24.6479,10.9374,0.6147,-0.3804,0.7663,-1.5096,0.7605,0.3818,0.3831,1.5564,-0.7722,1.1719,-0.3891,-3.3835,2.3076,-0.1464,7.0314,-1.5383,0,1.1672,-3.0188,6,-0.3984,6.8085,-13.9192,4.5978,-2.2471,-6.9445,4.778,-1.6777,-2.9314,5.8621,-1.0239,-6.3897,1.9544,3.3671,-4.8077,1.6287,14.5651,-12.0636,18.4209,0.7574,-6.0498,-9.9357,19.0836,-7.0922,-15.3153,18.5053,12.8512,9.692,3.182,-9.0909,-1.6259,4.6809,37.9109,2.6503,24.0657,-0.4462,-2.6085,4.8631,-4.0814,-4.8545,-40.9017,-17.0067,-25.6937,14.8573,-0.5682,38.0391,6.2502,27.6598,-3.5897,-2.3047,-5.849,-10.5484,24.0837,-17.6723,34.8838,14.9734,-7.4258,7.59,1.7614,-0.2701,-4.5161,26.8414,14.2056,0.7534,4.7339,-0.1969,9.7191,-9.9222,13.7169,15.8973,-2.5003,-4.7619,-9.091,11.8645,-0.482,-10.9441,-6.6133,2.0449,-14.2105,35.0713,8.2051,-15.5844,-4.3475,-1.8294,-5.3847,10.638,8.2948,-0.6866,-23.3334,-13.6363,3.1249,-3.7593,-0.7463,-23.8636,24.8227,15.5739,25.2566,-4.5099,12.0877,11.247,-5.977,-0.9112,-0.2274,8.9109,9.1891,0,-19.5652,3.3708,36.5031,-6.3218,12.2582,-27.0588,-7.6087,-8.911,2.0202,-10.0001,-5.1725,38.0952,30.4346,-8.5227,14.2856,2.6665,43.5405,-34.6875,1.5874,-7.3529,1.1903,-4.0001,3.5503,-15.2882,-0.25,6.9516,-11.584,-1.1682,7.0001,17.6472,-27.6596,-36.0544,-2.0001,-7.4073,15.7141,-4.1096,-3.9476,-3.1848,88.2497
1227 佳格,-2.7396,2.5543,11.6762,0.5069,1.5444,-0.7662,-1.8797,-3.3898,3.5088,-2.8015,7.0402,-2.4173,10.7042,-3.9242,-13.1993,3.4706,15.3942,5.1316,-5.7072,8.3333,9.8967,-3.2856,-2.507,2.4251,2.3358,-10.8073,-0.3413,3.1324,0.4844,-0.4816,-0.0002,-5.789,-0.7883,-4.5162,3.5637,-0.2222,1.5798,0.4535,-2.7565,12.1245,-2.3685,-3.8614,12.2219,4.5296,4.3637,3.7736,-0.376,6.5423,-7.8719,2.2642,-0.8729,19.4102,-5.9406,-0.1098,-9.4525,-3.8276,3.98,9.2391,-10.6795,4.4624,17.3808,-18.8404,-1.7649,25.2334,0.0001,15.6758,15.6249,13.4751,0.4272,-7.3879,-1.6861,-5.9755,9.9195,-1.5832,-4.6148,19.1571,0.5138,14.7274,17.0689,43.2097,1.25,-9.5023,16.3156,5.4092,7.9344,11.8928,-1.5916,8.5033,-4.5454,-1.2822,24.8002,18.2034,0.7143,-1.1763,1.1905,18.9801,-16.941,-27.598,2.9826,12.7306,-10.9027,56.117,3.0138,6.1045,9.5542,-5.4218,7.0966,-12.676,-7.0679,3.523,-12.7658,11.4987,15.8502,1.4619,13.6213,4.1522,3.2144,-1.4087,2.527,-0.7167,-2.7876,-1.7122,-2.6667,-1.9609,-0.971,7.6654,2.1352,4.0741,-1.4598,3.3962,1.2414,8.8458,1.1673,0.3905,3.6438,2.4896,4.7828,-0.8623,-2.1096,-1.6597,6.6151,-1.2193,5.5792,1.7465,5.5301,5.3399,5.641,-4.4118,-1.9231,2.9702,6.3158,-6.8629,11.4753,6.9492,4.6244,-3.3519,7.1857,-0.5951,0,5.6604,6.7114,4.9294,-7.1897,-5.5554,-10.9891,8.9156,2.2991,5.4546,8.5526,-8.982,-8.743,-2.1392,3.8889,-13.0434,18.9655,17.5676,-5.7325,6.0811,12.8093,-0.0001,-2.0979,-18.2857,15.1318,-6.7482,-12.3658,-18.0615,0,-4.2196,-5.0751,14.0493,5.2174,-2.5423,4.4246,-13.0772,-26.5537,4.1175,-13.2652,1.0309,-13.7777,-18.1818,5.7693,30.0002
1229 聯華,1.9048,-0.0001,6.7174,1.1877,1.6908,2.9851,-0.7407,4.6513,2.9255,-1.0525,-0.0001,-5,5.2632,4.1097,-2.4325,-3.4641,0.2315,2.1277,-1.3986,3.3736,0.2415,1.2224,2.7638,0.7594,-2.7093,-3.1027,1.3576,3.3333,1.4493,8.377,-2.0513,1.2988,0.0001,-0.773,1.3055,0.7891,0.2642,3.552,-2.9853,1.5345,-0.2553,-3.6855,4.3589,0.7753,-1.2753,3.4302,0.0001,3.5518,-6.6327,5.0941,1.9125,6.6298,2.5496,-4.5945,-3.8963,-2.5317,5.0533,7.1227,1.4452,-7.4867,11.6416,-15.6171,-8.811,8.2572,-2.6786,2.0502,7.073,1.99,-12.7982,-1.7059,1.7352,2.2176,13.602,3.1171,2.3934,18.9873,7.0642,-13.889,16.5045,8.8027,-5.6478,-4.4442,2.9413,0.9901,1.3378,7.1685,-7.7212,10.8014,-15.5883,20.5673,16.5291,5.2176,1.7698,-2.5863,-2.5211,9.1744,5.8252,-28.7198,-4.4556,-1.1908,-24.6639,-3.6717,-2.3208,0.8513,27.7178,-0.5403,10.4477,-18.6893,-13.0801,21.5386,4.553,12.9942,4.4247,1.194,4.0373,-2.4241,4.1009,-10.9549,-0.2801,15.1615,6.5292,5.4348,3.3209,-3.0717,6.5453,-7.7182,31.2778,-4.6216,-3.6436,-0.4032,14.2857,1.8779,-6.1674,0.8891,-5.8578,6.6963,10.7122,-4.4844,-2.1929,-10.2362,0.7937,-4.5455,12.3406,11.3741,-2.315,6.9306,2.0201,-4.8078,5.0231,5.0506,-18.5188,-12.2743,16.8776,24.7369,2.7025,-11.4832,20.1146,-0.5714,6.0607,5.6248,1.9107,12.9497,-10.3227,-10.9197,-12.9999,15.607,-2.809,9.2025,16.4284,-13.0435,2.0507,-0.6135,-8.9385,-4.7874,4.4444,29.4963,-9.1504,26.446,28.1781,-3.6736,-4.8543,-14.876,16.3461,-8.5856,-11.0295,-21.3874,-10.3625,-0.5154,-1.5228,24.6836,0.637,-23.7864,-8.4444,11.3862,-22.3077,8.6328,-22.5609,-1.7963,-20.476,5.5276,-1.9703,43.9719
1231 聯華食,0.511,-1.51,0.7543,1.272,-0.4748,8.4045,-1.5203,1.1964,0.1713,3.3628,-0.8773,3.0742,6.1418,0.1922,-14.8734,-1.25,-4.1917,-7.4793,6.0206,10.912,1.3202,-4.1138,1.282,-2.9551,-6.9465,-6.6216,-1.8054,4.2168,3.6204,2.5608,-2.6184,8.0863,-1.8518,-1.9454,3.3513,-4.847,0.5129,-5.7972,-10.4685,23.1692,-2.1152,5.3217,2.7989,7.3771,0.9656,-0.9564,3.0986,2.8986,-8.3667,0.1329,2.3852,8.7989,2.1397,-0.7082,-5.1073,-4.9809,4.9597,6.2677,-1.4045,-11.1112,6.7999,-18.0327,3.9467,12.8642,13.9696,28.1916,11.0237,4.5268,-10.3322,-3.0411,1.085,18.4155,-3.1122,1.2605,-3.0714,36.4866,19.355,-3.4269,12.2377,8.3332,0.3802,-5.3958,4.1199,5.5334,3.2653,2.0832,-5.2908,10.7884,-1.2297,5.1725,22.8811,13.0538,-0.4766,-3.8945,8.9887,4.706,-15.4697,-15.4205,-0.4405,2.7148,-13.3334,-5.5555,7.5698,0,15.6684,-0.4589,-1.3575,-9.426,-12.2304,13.0082,-5.8522,7.9366,10.0437,4.0907,5.769,-1.4217,1.4424,-5.4547,19.3057,2.2174,6.9989,1.0791,-4.9939,-1.6948,-1.6667,-0.9287,5.326,0.6567,-2.8691,1.5103,3.5754,-0.1116,-4.1711,-1.8889,2.2055,1.0298,5.5435,0.9879,-9.3532,4.6875,1.0527,-2.0617,7.7778,1.6949,-6.3492,-0.0001,2.7756,-4.902,-3.7735,1.9229,-10.7297,-11.0686,13.9129,5.9907,1.8779,1.4289,12.9031,-6.5329,-4.3268,3.1631,-1.8606,2.381,-12.8632,-14.841,-14.7589,25.2832,-9.2463,-6.4103,18.182,-14.2857,-7.2288,-16.1617,22.8916,0.0001,7.0969,4.0268,-5.0955,-7.6471,13.3331,7.1427,0,1.4493,19.0973,-11.9719,-4.0539,-5.1284,-20.4081,7.1036,0.5495,10.9757,-28.3841,-17.9211,11.6001,12.1074,-8.1784,-15.873,-7.6247,-17.8312,-2.8102,-8.5654,2.6372,-5.6019
1232 大統益,0.5943,4.6021,1.6437,4.9937,1.2642,0.1268,0.1267,5.0601,0.8052,-0.6667,0.8062,-0.2682,4.19,4.0697,-3.9107,2.2184,-4.3367,-0.8849,-1.125,11.2658,1.6975,0.856,-2.3676,-0.0001,0.5599,-0.5571,-4.2666,-4.1647,4.3256,3.5574,12.4445,10.1142,0.0001,-0.6483,-2.0636,-5.9702,15.1205,-0.8518,5.009,1.9894,0.5237,7.1028,1.1342,-0.5639,1.7208,1.3568,1.3753,2.3116,-4.1424,0.7766,2.5897,4.415,-0.3907,2.4,-0.99,0.7986,5.0316,0.8456,-0.2107,-3.0673,4.2645,-6.9442,-3.8169,2.8319,3.0304,-0.3775,1.7274,2.559,-0.587,0.7888,0.7951,10.5494,11.5196,3.1605,1.6709,-0.2289,4.8689,-2.5548,0.2438,8.4656,3.2787,-3.937,1.6,0.2674,-0.2668,4.4569,3.1608,3.9296,7.8314,0.9119,18.3453,14.8762,0,-1.4256,-1.4055,-1.1906,6.7798,-26.3652,-12.4316,-5.0326,0.9782,1.4887,5.7743,10.1156,22.2615,-2.9159,3.3689,-3.0927,-13.6498,27.8935,-5.8927,3.5976,13.6096,-1.9341,9.0715,1.0661,1.0776,12.3487,5.357,5.094,7.184,0.2882,2.6628,0.0256,0.5435,1.0988,5.8139,4.5594,-2.9499,1.497,4.3751,0.6289,-3.3435,5.4488,-5.4545,-0.2404,3.4986,1.4793,-1.1696,0,-0.5814,-3.9105,-0.5556,0.5585,-0.5554,-0.5524,-0.0001,-3.7235,0.4926,-1.4564,-3.2862,-2.7396,8.9554,3.0769,0.5156,-1.0203,2.0836,-0.518,0.521,-0.0883,5,4.7121,-4.5,1.5229,-7.5116,10.3628,-0.5155,1.5708,16.4633,-12.2995,-3.1088,8.1093,9.2896,1.6668,2.2727,10.0002,-9.6045,26.4285,3.3207,0,-0.7325,-0.7272,8.2677,3.9366,2.6614,0.3816,-1.5039,-1.8448,0.3703,3.8462,-0.7636,2.3439,16.3637,-16.9814,-10.4732,9.463,2.9196,1.4816,6.2993,-2.3078,1.1673,15.7657
